# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 18 14:15:05 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
#
rowid,pl_hostname,pl_letter,pl_orbper,st_teff,st_rad,pl_eqt,pl_trandep,pl_trandur,pl_imppar,st_logg
1427,Kepler-38,b,105.59900000,5623.00,1.75,475,0.050000,,,3.93
1428,Kepler-380,b,3.93082100,6045.00,1.22,,,0.1234000,0.1900,4.29
1429,Kepler-380,c,7.63000400,6045.00,1.22,,,0.1229000,0.0400,4.29
1430,Kepler-381,b,5.62902100,6152.00,1.57,,,0.1630000,0.2900,4.12
1431,Kepler-381,c,13.39163500,6152.00,1.57,,,0.1424000,0.4900,4.12
1432,Kepler-382,b,5.26215500,5600.00,0.94,,,0.1345000,0.6000,4.40
1433,Kepler-382,c,12.16270100,5600.00,0.94,,,0.0816000,0.0300,4.40
1434,Kepler-383,b,12.90453200,4710.00,0.67,,,0.1384000,0.3300,4.62
1435,Kepler-383,c,31.20075100,4710.00,0.67,,,0.1549000,0.3600,4.62
1436,Kepler-384,b,22.59705300,5577.00,0.88,,,0.2513000,0.0200,4.47
1437,Kepler-384,c,45.34826900,5577.00,0.88,,,0.1940000,0.1000,4.47
1438,Kepler-385,b,10.04368600,6326.00,1.13,,,0.1915000,0.8400,4.41
1439,Kepler-385,c,15.16316100,6326.00,1.13,,,0.2835000,0.9400,4.41
1440,Kepler-386,b,12.31043000,5178.00,0.77,,,0.1641000,0.8000,4.56
1441,Kepler-386,c,25.19345800,5178.00,0.77,,,0.1931000,0.0000,4.56
1442,Kepler-387,b,6.79163600,5774.00,1.05,,,0.1332000,0.0300,4.35
1443,Kepler-387,c,11.83754900,5774.00,1.05,,,0.1357000,0.1300,4.35
1444,Kepler-388,b,3.17331500,4498.00,0.59,,,0.0851000,0.2000,4.69
1445,Kepler-388,c,13.29700400,4498.00,0.59,,,0.1365000,0.1800,4.69
1446,Kepler-389,b,3.24410700,5376.00,0.79,,,0.0873000,0.2500,4.57
1447,Kepler-389,c,14.51143000,5376.00,0.79,,,0.1236000,0.3100,4.57
1448,Kepler-39,b,21.08721000,6350.00,1.40,897,,0.2483000,0.3600,4.40
1449,Kepler-390,b,6.73808800,5166.00,0.78,,,0.0990000,0.3700,4.57
1450,Kepler-390,c,13.06002200,5166.00,0.78,,,0.1110000,0.4800,4.57
1451,Kepler-391,b,7.41675500,4940.00,3.57,,,0.2847000,0.3800,3.46
1452,Kepler-391,c,20.48543500,4940.00,3.57,,,0.4325000,0.1100,3.46
1453,Kepler-392,b,5.34185300,5938.00,1.13,,,0.1268000,0.2400,4.32
1454,Kepler-392,c,10.42311800,5938.00,1.13,,,0.0944000,0.0800,4.32
1455,Kepler-393,b,9.18241700,6189.00,1.38,,,0.1810000,0.6300,4.23
1456,Kepler-393,c,14.61361200,6189.00,1.38,,,0.2250000,0.7600,4.23
1457,Kepler-394,b,8.00501300,6402.00,1.13,,,0.1425000,0.2400,4.41
1458,Kepler-394,c,12.13068600,6402.00,1.13,,,0.1591000,0.4500,4.41
1459,Kepler-395,b,7.05434600,4262.00,0.56,,,0.0795000,0.0900,4.73
1460,Kepler-395,c,34.98926200,4262.00,0.56,,,0.1858000,0.4000,4.73
1461,Kepler-396,b,42.99400000,5384.00,1.06,,,,,4.32
1462,Kepler-396,c,88.50500000,5384.00,1.06,,,,,4.32
1463,Kepler-397,b,22.25094900,5307.00,0.77,,,0.0704000,0.9400,4.57
1464,Kepler-397,c,135.49852700,5307.00,0.77,,,0.2875000,0.8400,4.57
1465,Kepler-398,b,4.08142300,4493.00,0.61,,,0.0953000,0.8700,4.69
1466,Kepler-398,c,11.41941200,4493.00,0.61,,,0.1392000,0.9000,4.69
1467,Kepler-399,b,14.42528100,5502.00,0.68,,,0.1536000,0.2100,4.62
1468,Kepler-399,c,26.67569000,5502.00,0.68,,,0.1149000,0.1800,4.62
1469,Kepler-399,d,58.03461600,5502.00,0.68,,,0.2265000,0.1900,4.62
1470,Kepler-4,b,3.21346000,5857.00,1.49,1650,0.087000,,0.0220,4.17
1471,Kepler-40,b,6.87349000,6510.00,2.13,1620,,0.2858000,0.0450,3.94
1472,Kepler-400,b,9.02438900,5886.00,1.15,,,0.1303000,0.0100,4.35
1473,Kepler-400,c,17.34082400,5886.00,1.15,,,0.1427000,0.1700,4.35
1474,Kepler-401,b,14.38303500,6117.00,1.33,,,0.3637000,0.5400,4.25
1475,Kepler-401,c,47.31821800,6117.00,1.33,,,0.4408000,0.2400,4.25
1476,Kepler-402,b,4.02875100,6090.00,1.26,,,0.1244000,0.0600,4.28
1477,Kepler-402,c,6.12482100,6090.00,1.26,,,0.1445000,0.5900,4.28
1478,Kepler-402,d,8.92109900,6090.00,1.26,,,0.1599000,0.1100,4.28
1479,Kepler-402,e,11.24286100,6090.00,1.26,,,0.1747000,0.2100,4.28
1480,Kepler-403,b,7.03146200,6090.00,1.33,,,0.2437000,0.1100,4.27
1481,Kepler-403,c,54.28074900,6090.00,1.33,,,0.2239000,0.5300,4.27
1482,Kepler-404,b,11.82985100,5654.00,0.88,,,0.2348000,0.5600,4.54
1483,Kepler-404,c,14.75116600,5654.00,0.88,,,0.0486000,0.8500,4.54
1484,Kepler-405,b,10.61383900,5818.00,0.89,,,0.1474000,0.4500,4.54
1485,Kepler-405,c,29.72668200,5818.00,0.89,,,0.0639000,0.8800,4.54
1486,Kepler-406,b,2.42629000,5538.00,1.07,,,,0.1000,4.41
1487,Kepler-406,c,4.62332000,5538.00,1.07,,,,0.3600,4.41
1488,Kepler-407,b,0.66931000,5476.00,1.01,,,,0.2500,4.43
1489,Kepler-407,c,3000.00000000,5476.00,1.01,,,,,4.43
1490,Kepler-408,b,2.46502000,6104.00,1.23,,,,0.9200,4.29
1491,Kepler-409,b,68.95840000,5460.00,0.89,,,,0.9000,4.50
1492,Kepler-41,b,1.85555820,5750.00,1.29,1790,,0.1014000,0.6720,4.28
1493,Kepler-410 A,b,17.83364800,6273.00,1.35,,,,,4.26
1494,Kepler-411,b,3.00516000,4974.00,0.79,1040,0.069000,0.0917000,0.3100,4.54
1495,Kepler-412,b,1.72086123,5750.00,1.29,,,0.0865000,0.7810,4.30
1496,Kepler-413,b,66.26200000,4700.00,0.78,,,,,4.57
1497,Kepler-414,b,4.70000000,,0.95,,,,,
1498,Kepler-414,c,7.17100000,,0.95,,,,,
1499,Kepler-415,b,4.17600000,,0.64,,,,,
1500,Kepler-415,c,8.70800000,,0.64,,,,,
1501,Kepler-416,b,6.31900000,,1.07,,,,,
1502,Kepler-416,c,12.20900000,,1.07,,,,,
1503,Kepler-417,b,12.33100000,,0.81,,,,,
1504,Kepler-417,c,15.94300000,,0.81,,,,,
1505,Kepler-418,b,86.67856000,5820.00,1.09,,,0.4260000,0.2300,4.35
1506,Kepler-419,b,69.75460000,6430.00,1.74,,,,,4.10
1507,Kepler-419,c,675.47000000,6430.00,1.74,,,,,4.10
1508,Kepler-42,b,1.21376720,3068.00,0.17,519,,,0.7110,4.71
1509,Kepler-42,c,0.45328509,3068.00,0.17,720,0.156000,,0.5200,4.71
1510,Kepler-42,d,1.86516900,3068.00,0.17,450,,,0.6810,4.71
1511,Kepler-420,b,86.64766100,5520.00,1.13,511,,,,4.32
1512,Kepler-421,b,704.19840000,5308.00,0.76,185,,0.6579000,0.2100,4.61
1513,Kepler-422,b,7.89144830,5972.00,1.24,,,,0.4160,4.31
1514,Kepler-423,b,2.68432850,5560.00,0.95,1605,1.587200,0.1134000,0.3006,4.41
1515,Kepler-424,b,3.31186440,5460.00,0.94,,,,0.9340,4.50
1516,Kepler-424,c,223.30000000,5460.00,0.94,,,,,4.50
1517,Kepler-425,b,3.79701816,5170.00,0.86,1070,,0.0980000,0.6020,4.54
1518,Kepler-426,b,3.21751883,5725.00,0.92,1300,,0.0913000,0.7180,4.47
1519,Kepler-427,b,10.29099400,5800.00,1.35,1100,,0.1786000,0.0900,4.14
1520,Kepler-428,b,3.52563254,5150.00,0.80,1070,,0.1089000,0.1300,4.57
1521,Kepler-43,b,3.02409309,6050.00,1.38,1628,,0.1208000,0.6480,4.26
1522,Kepler-430,b,35.96800000,5884.00,1.49,667,,,,4.15
1523,Kepler-430,c,110.97900000,5884.00,1.49,458,,,,4.15
1524,Kepler-431,b,6.80300000,6004.00,1.09,1032,,,,4.40
1525,Kepler-431,c,8.70300000,6004.00,1.09,951,,,,4.40
1526,Kepler-431,d,11.92200000,6004.00,1.09,856,,,,4.40
1527,Kepler-432,b,52.50112900,4995.00,4.06,,,,0.5030,3.35
1528,Kepler-432,c,406.20000000,4995.00,4.06,,,,,3.35
1529,Kepler-433,b,5.33408384,6360.00,2.26,1776,,0.2574000,0.0820,3.89
1530,Kepler-434,b,12.87470990,5977.00,1.38,1000,,0.0953000,0.9790,4.24
1531,Kepler-435,b,8.60015360,6161.00,3.21,1729,,0.3751000,0.4480,3.61
1532,Kepler-436,b,64.00205000,4651.00,0.70,,,0.1946000,0.0900,4.62
1533,Kepler-437,b,66.65062000,4551.00,0.68,,,0.2329000,0.5600,4.63
1534,Kepler-438,b,35.23319000,3748.00,0.52,,,0.1450000,0.9000,4.74
1535,Kepler-439,b,178.13960000,5431.00,0.87,,,0.3996000,0.1000,4.51
1536,Kepler-44,b,3.24672930,5800.00,1.35,1544,,0.1302000,0.6200,4.22
1537,Kepler-440,b,101.11141000,4134.00,0.56,,,0.3313000,0.0900,4.71
1538,Kepler-441,b,207.24820000,4340.00,0.55,,,0.2521000,0.2500,4.71
1539,Kepler-442,b,112.30530000,4402.00,0.60,,,0.2342000,0.2200,4.67
1540,Kepler-443,b,177.66930000,4723.00,0.71,,,0.3729000,0.2600,4.61
1541,Kepler-444,b,3.60010530,5046.00,0.75,,,,0.4000,4.56
1542,Kepler-444,c,4.54588410,5046.00,0.75,,,,0.4200,4.56
1543,Kepler-444,d,6.18939200,5046.00,0.75,,,,0.5300,4.56
1544,Kepler-444,e,7.74349300,5046.00,0.75,,,,0.2900,4.56
1545,Kepler-444,f,9.74048600,5046.00,0.75,,,,0.7900,4.56
1546,Kepler-445,b,2.98415100,3157.00,0.21,,,0.0429000,0.0010,
1547,Kepler-445,c,4.87122900,3157.00,0.21,,,0.0512000,0.0000,
1548,Kepler-445,d,8.15275000,3157.00,0.21,,,0.0578000,0.0110,
1549,Kepler-446,b,1.56540900,3359.00,0.24,,,0.0269000,0.6010,
1550,Kepler-446,c,3.03617900,3359.00,0.24,,,0.0393000,0.0250,
1551,Kepler-446,d,5.14892100,3359.00,0.24,,,0.0368000,0.7050,
1552,Kepler-447,b,7.79430132,5493.00,1.05,,,0.0473000,1.0760,4.40
1553,Kepler-449,b,12.58242000,,1.47,,,,,
1554,Kepler-449,c,33.67270000,,1.47,,,,,
1555,Kepler-45,b,2.45523900,3820.00,0.55,1000,3.204000,,0.6000,4.70
1556,Kepler-450,b,28.45485100,,1.57,,,,,
1557,Kepler-450,c,15.41313500,,1.57,,,,,
1558,Kepler-450,d,7.51464000,,1.57,,,,,
1559,Kepler-452,b,384.84300000,5757.00,1.11,265,0.019900,0.4429167,0.6900,4.32
1560,Kepler-453,b,240.50300000,5527.00,0.83,,,,,4.57
1561,Kepler-46,b,33.60134000,5309.00,0.79,543,,,0.7570,4.58
1562,Kepler-46,c,57.01100000,5309.00,0.79,455,,,,4.58
1563,Kepler-46,d,6.76658900,5309.00,0.79,,,0.1082000,0.2400,4.58
1564,Kepler-47,b,49.53200000,5636.00,0.96,,,,,4.49
1565,Kepler-47,c,303.13700000,5636.00,0.96,,,,,4.49
1566,Kepler-48,b,4.77798030,5194.00,0.89,,,0.1184000,,4.49
1567,Kepler-48,c,9.67392830,5194.00,0.89,,,0.1459000,,4.49
1568,Kepler-48,d,42.89610000,5194.00,0.89,,,,0.2000,4.49
1569,Kepler-48,e,982.00000000,5194.00,0.89,,,,,4.49
1570,Kepler-49,b,7.20379450,4252.00,0.56,,,0.1240000,,4.73
1571,Kepler-49,c,10.91293430,4252.00,0.56,,,0.1191000,,4.73
1572,Kepler-49,d,2.57654900,4252.00,0.56,,,0.0665000,0.0600,4.73
1573,Kepler-49,e,18.59610800,4252.00,0.56,,,0.0902000,0.2700,4.73
1574,Kepler-5,b,3.54846000,6297.00,1.79,1868,0.700000,,0.3930,4.07
1575,Kepler-50,b,7.81254000,6058.00,1.88,,0.009900,0.1583000,0.7400,3.98
1576,Kepler-50,c,9.37647000,6058.00,1.88,,0.015900,0.0858000,0.9400,3.98
1577,Kepler-51,b,45.15400000,6018.00,0.94,543,,,0.2510,4.51
1578,Kepler-51,c,85.31200000,6018.00,0.94,439,,,1.0170,4.51
1579,Kepler-51,d,130.19400000,6018.00,0.94,381,,,0.2500,4.51
1580,Kepler-52,b,7.87735650,4263.00,0.56,,,0.1009000,,4.73
1581,Kepler-52,c,16.38500210,4263.00,0.56,,,0.1302000,,4.73
1582,Kepler-52,d,36.44517100,4263.00,0.56,,,0.1730000,0.7600,4.73
1583,Kepler-53,b,18.64895250,6085.00,0.96,,,0.1867000,,4.50
1584,Kepler-53,c,38.55830380,6085.00,0.96,,,0.2090000,,4.50
1585,Kepler-53,d,9.75196200,6085.00,0.96,,,0.1746000,0.8100,4.50
1586,Kepler-54,b,8.01094340,4252.00,0.55,,,0.1422000,,4.73
1587,Kepler-54,c,12.07172490,4252.00,0.55,,,0.2072000,,4.73
1588,Kepler-54,d,20.99569400,4252.00,0.55,,,0.1124000,0.2300,4.73
1589,Kepler-55,b,27.94814490,4503.00,0.62,,,0.1456000,,4.68
1590,Kepler-55,c,42.15164180,4503.00,0.62,,,0.2109000,,4.68
1591,Kepler-55,d,2.21109900,4503.00,0.62,,,0.0685000,0.0200,4.68
1592,Kepler-55,e,4.61753400,4503.00,0.62,,,0.0888000,0.7200,4.68
1593,Kepler-55,f,10.19854500,4503.00,0.62,,,0.0905000,0.4600,4.68
1594,Kepler-56,b,10.50160000,4840.00,4.23,,,,,3.31
1595,Kepler-56,c,21.40239000,4840.00,4.23,,,,,3.31
1596,Kepler-57,b,5.72931960,5145.00,0.73,,,0.0466000,,4.63
1597,Kepler-57,c,11.60925670,5145.00,0.73,,,0.0711000,,4.63
1598,Kepler-58,b,10.21849540,6099.00,1.13,,,0.1832000,,4.37
1599,Kepler-58,c,15.57415680,6099.00,1.13,,,0.2126000,,4.37
1600,Kepler-58,d,40.10137100,6099.00,1.13,,,0.2268000,0.9000,4.37
1601,Kepler-59,b,11.86817070,6074.00,0.94,,,0.2490000,,4.51
1602,Kepler-59,c,17.98012350,6074.00,0.94,,,0.1719000,,4.51
1603,Kepler-6,b,3.23472300,5647.00,1.39,1500,,,0.3980,4.24
1604,Kepler-60,b,7.13161850,5915.00,1.50,,,0.1730000,,4.13
1605,Kepler-60,c,8.91934590,5915.00,1.50,,,0.1836000,,4.13
1606,Kepler-60,d,11.90161710,5915.00,1.50,,,0.1244000,,4.13
1607,Kepler-61,b,59.87756000,4017.00,0.62,273,,0.2019000,0.2900,4.75
1608,Kepler-62,b,5.71493200,4925.00,0.64,750,0.043000,0.0963000,0.2500,4.68
1609,Kepler-62,c,12.44170000,4925.00,0.64,578,0.007000,0.1258000,0.1600,4.68
1610,Kepler-62,d,18.16406000,4925.00,0.64,510,0.092000,0.1238000,0.2200,4.68
1611,Kepler-62,e,122.38740000,4925.00,0.64,270,0.070000,0.2883000,0.0600,4.68
1612,Kepler-62,f,267.29100000,4925.00,0.64,208,0.042000,0.3108000,0.4100,4.68
1613,Kepler-63,b,9.43415050,5576.00,0.90,,,0.1210000,0.7320,4.52
1614,Kepler-65,b,2.15491000,6211.00,1.41,,0.008500,0.1282000,0.1600,4.23
1615,Kepler-65,c,5.85994400,6211.00,1.41,,0.028200,0.1637000,0.4200,4.23
1616,Kepler-65,d,8.13123000,6211.00,1.41,,0.009800,0.1708000,0.5300,4.23
1617,Kepler-66,b,17.81581500,5962.00,0.97,,,,0.5600,4.48
1618,Kepler-67,b,15.72590000,5331.00,0.78,,,,0.3700,4.59
1619,Kepler-68,b,5.39876300,5793.00,1.24,1280,0.014560,0.1441000,0.4500,4.28
1620,Kepler-68,c,9.60508500,5793.00,1.24,,0.005310,0.1288000,0.8400,4.28
1621,Kepler-68,d,580.00000000,5793.00,1.24,,,,,4.28
1622,Kepler-69,b,13.72234100,5638.00,0.93,779,0.059700,,0.1500,4.40
1623,Kepler-69,c,242.46130000,5638.00,0.93,299,0.035000,,0.1200,4.40
1624,Kepler-7,b,4.88552500,5933.00,1.84,1540,,0.1929000,0.4450,4.03
1625,Kepler-74,b,7.34071100,6000.00,1.12,1078,,0.1284000,0.6850,4.44
1626,Kepler-75,b,8.88491160,5200.00,0.89,767,,0.0866000,0.1300,4.50
1627,Kepler-76,b,1.54492875,6409.00,1.32,,,,0.9440,4.20
1628,Kepler-77,b,3.57878087,5520.00,0.99,1440,0.984900,0.1222400,0.3410,4.42
1629,Kepler-78,b,0.35500000,5058.00,0.74,2250,,,,4.55
1630,Kepler-79,b,13.48450000,6174.00,1.30,,0.067510,,0.4100,4.27
1631,Kepler-79,c,27.40290000,6174.00,1.30,,0.078990,,0.2780,4.27
1632,Kepler-79,d,52.09020000,6174.00,1.30,,0.296800,,0.0560,4.27
1633,Kepler-79,e,81.06590000,6174.00,1.30,,0.045300,,0.9630,4.27
1634,Kepler-8,b,3.52254000,6213.00,1.49,1764,,,0.7240,4.17
1635,Kepler-80,b,7.05300000,4613.00,0.64,,,,,4.69
1636,Kepler-80,c,9.52200000,4613.00,0.64,,,,,4.69
1637,Kepler-80,d,3.07218600,4613.00,0.64,,,0.0829000,0.9000,4.69
1638,Kepler-80,e,4.64538700,4613.00,0.64,,,0.0829000,0.7700,4.69
1639,Kepler-81,b,5.95500000,4500.00,0.59,,,,,4.70
1640,Kepler-81,c,12.04000000,4500.00,0.59,,,,,4.70
1641,Kepler-81,d,20.83784600,4500.00,0.59,,,0.1071000,0.7100,4.70
1642,Kepler-82,b,26.44400000,5428.00,0.94,,,,,4.47
1643,Kepler-82,c,51.53800000,5428.00,0.94,,,,,4.47
1644,Kepler-82,d,2.38296100,5428.00,0.94,,,0.0844000,0.0500,4.47
1645,Kepler-82,e,5.90220600,5428.00,0.94,,,0.1178000,0.0000,4.47
1646,Kepler-83,b,9.77000000,4648.00,0.59,,,,,4.72
1647,Kepler-83,c,20.09000000,4648.00,0.59,,,,,4.72
1648,Kepler-83,d,5.16979600,4648.00,0.59,,,0.0901000,0.3700,4.72
1649,Kepler-84,b,8.72600000,6031.00,1.17,,,,,4.32
1650,Kepler-84,c,12.88300000,6031.00,1.17,,,,,4.32
1651,Kepler-84,d,4.22453700,6031.00,1.17,,,0.1322000,0.0200,4.32
1652,Kepler-84,e,27.43438900,6031.00,1.17,,,0.2134000,0.0900,4.32
1653,Kepler-84,f,44.55216900,6031.00,1.17,,,0.2442000,0.3400,4.32
1654,Kepler-85,b,8.30600000,5436.00,0.89,,,,,4.49
1655,Kepler-85,c,12.51300000,5436.00,0.89,,,,,4.49
1656,Kepler-85,d,17.91323000,5436.00,0.89,,,0.1879000,0.0000,4.49
1657,Kepler-85,e,25.21675100,5436.00,0.89,,,0.1701000,0.2000,4.49
1658,Kepler-87,b,114.73635000,5600.00,1.82,478,,,0.7270,3.96
1659,Kepler-87,c,191.23180000,5600.00,1.82,403,,,0.5790,3.96
1660,Kepler-9,b,19.24000000,5777.00,1.02,,,0.1592700,,4.49
1661,Kepler-9,c,38.91000000,5777.00,1.02,,,0.1712100,,4.49
1662,Kepler-9,d,1.59285100,5777.00,1.02,2026,,0.0821000,,4.49
1663,Kepler-91,b,6.24668005,4550.00,6.30,,,,0.9041,2.95
1664,Kepler-92,b,13.74900000,5883.00,1.70,,,,,4.05
1665,Kepler-92,c,26.72300000,5883.00,1.70,,,,,4.05
1666,Kepler-92,d,49.35680000,5883.00,1.70,,,,,4.05
1667,Kepler-93,b,4.72673978,5669.00,0.92,1037,,,0.1765,4.47
1668,Kepler-93,c,1460.00000000,5669.00,0.92,,,,,4.47
1669,Kepler-94,b,2.50806000,4781.00,0.76,,,,0.8500,4.59
1670,Kepler-94,c,820.30000000,4781.00,0.76,,,,,4.59
1671,Kepler-95,b,11.52310000,5699.00,1.41,,,,0.7400,4.17
1672,Kepler-96,b,16.23850000,5690.00,1.02,,,,0.5400,4.42
1673,Kepler-97,b,2.58664000,5779.00,0.98,,,,0.4100,4.43
1674,Kepler-97,c,789.00000000,5779.00,0.98,,,,,4.43
1675,Kepler-98,b,1.54168000,5539.00,1.11,,,,0.5600,4.34
1676,Kepler-99,b,4.60358000,4782.00,0.73,,,,0.2100,4.61
1677,Lupus-TR-3,b,3.91405000,5000.00,0.82,,,,,
1678,MOA 2007-BLG-192L,b,,,,,,,,
1679,MOA 2007-BLG-400L,b,,,,103,,,,
1680,MOA 2008-BLG-310L,b,,,,,,,,
1681,MOA 2008-BLG-379L,b,,,,,,,,
1682,MOA 2009-BLG-266L,b,2774.00000000,,,,,,,
1683,MOA 2009-BLG-319L,b,,,,,,,,
1684,MOA 2009-BLG-387L,b,1982.00000000,,,,,,,
1685,MOA 2010-BLG-073L,b,,,,,,,,
1686,MOA 2010-BLG-328L,b,,,,,,,,
1687,MOA 2010-BLG-477L,b,,5950.00,,,,,,
1688,MOA 2011-BLG-262L,b,,,,,,,,
1689,MOA 2011-BLG-293L,b,,,,,,,,
1690,MOA 2011-BLG-322L,b,,,,,,,,
1691,MOA-bin-1L,b,,,,,,,,
1692,NGC 2682 Sand 364,b,121.71000000,4284.00,21.80,,,,,2.20
1693,NGC 2682 YBP 1194,b,6.95800000,5780.00,0.99,,,,,4.44
1694,NGC 2682 YBP 1514,b,5.11800000,5725.00,0.89,,,,,4.57
1695,NGC 4349 127,b,677.80000000,,,,,,,
1696,NN Ser,c,5573.55000000,57000.00,,,,,,
1697,NN Ser,d,2883.50000000,57000.00,,,,,,
1698,NY Vir,b,2985.70000000,,,,,,,
1699,OGLE 2003-BLG-235L,b,,,,,,,,
1700,OGLE 2005-BLG-169L,b,,,,,,,,
1701,OGLE 2005-BLG-390L,b,3285.00000000,,,50,,,,
1702,OGLE 2005-BLG-71L,b,,,,55,,,,
1703,OGLE 2006-BLG-109L,b,1788.50000000,,,,,,,
1704,OGLE 2006-BLG-109L,c,4927.50000000,,,,,,,
1705,OGLE 2007-BLG-368L,b,,,,,,,,
1706,OGLE 2008-BLG-355L,b,,,,,,,,
1707,OGLE 2008-BLG-92L,b,,,,,,,,
1708,OGLE 2011-BLG-251L,b,,,,,,,,
1709,OGLE 2011-BLG-265L,b,,,,,,,,
1710,OGLE 2012-BLG-0563L,b,,,,,,,,
1711,OGLE 2012-BLG-26L,b,,,,,,,,
1712,OGLE 2012-BLG-26L,c,,,,,,,,
1713,OGLE 2012-BLG-358L,b,,,,,,,,
1714,OGLE 2012-BLG-406L,b,,,,,,,,
1715,OGLE 2013-BLG-102L,b,,,,,,,,
1716,OGLE 2013-BLG-341L B,b,,,,,,,,
1717,OGLE 2014-BLG-124L,b,,,,,,,,
1718,OGLE-TR-056,b,1.21191890,6050.00,1.36,2212,0.916800,,0.8170,
1719,OGLE-TR-10,b,3.10127800,5950.00,1.17,,1.210000,,,
1720,OGLE-TR-111,b,4.01610000,5040.00,0.83,,1.687000,,,
1721,OGLE-TR-113,b,1.43247520,4790.00,0.77,,2.103000,,,
1722,OGLE-TR-132,b,1.68986800,6210.00,1.32,2013,0.917000,,0.5600,4.31
1723,OGLE-TR-182,b,3.97910000,5924.00,1.14,,1.040000,,,
1724,OGLE-TR-211,b,3.67724000,6325.00,1.64,,0.723000,0.1838000,,
1725,OGLE2-TR-L9,b,2.48553350,6933.00,1.53,,1.177000,,,
1726,Oph 11,b,730000.00000000,,,,,,,
1727,PH1,b,138.31700000,6407.00,1.73,481,,,,4.14
1728,PH2,b,282.52550000,5629.00,1.00,281,0.988200,0.4375000,0.5120,4.41
1729,POTS-1,b,3.16062960,4400.00,0.59,,,,0.4590,4.63
1730,PSR B1257+12,b,25.26200000,,,,,,,
1731,PSR B1257+12,c,66.54190000,,,,,,,
1732,PSR B1257+12,d,98.21140000,,,,,,,
1733,PSR B1620-26,b,,,,,,,,
1734,PSR J1719-1438,b,0.09070629,4500.00,0.04,,,,,
1735,Pr0201,b,4.42640000,6174.00,1.17,,,,,
1736,Pr0211,b,2.14510000,5326.00,0.87,,,,,
1737,Qatar-1,b,1.42002406,,0.78,,,0.0683333,0.6300,4.56
1738,Qatar-2,b,1.33711647,4645.00,0.78,1344,,,,4.53
1739,ROXs 12,b,,3850.00,,,,,,
1740,ROXs 42 B,b,,,,1975,,,,
1741,RR Cae,b,4343.50000000,,,,,,,
1742,Ross 458,c,,,,,,,,
1743,SR 12 AB,c,,,,,,,,
1744,SWEEPS-11,b,1.79600000,,1.45,,0.600000,,,
1745,SWEEPS-4,b,4.20000000,,1.18,,0.500000,,,
1746,TYC 1422-614-1,b,198.40000000,4806.00,6.85,,,,,2.85
1747,TYC 1422-614-1,c,559.30000000,4806.00,6.85,,,,,2.85
1748,TrES-1,b,3.03006500,5230.00,0.81,1140,2.110000,,0.0000,4.57
1749,TrES-2,b,2.47063000,5850.00,1.00,,1.636000,,,4.38
1750,TrES-3,b,1.30618581,5650.00,0.83,,2.739000,,,
1751,TrES-4,b,3.55394500,6200.00,1.85,,1.000000,0.1520000,,
1752,TrES-5,b,1.48224686,5171.00,0.87,1480,,,,4.52
1753,USco CTIO 108,b,,2700.00,,,,,,
1754,UZ For,b,5840.00000000,,,,,,,
1755,UZ For,c,1916.25000000,,,,,,,
1756,V0391 Peg,b,1170.00000000,29300.00,0.23,,,,,5.40
1757,VHS J125601.92-125723.9,b,,2620.00,,,,,,5.05
1758,WASP-1,b,2.51994540,6110.00,1.52,,,,0.0000,
1759,WASP-10,b,3.09276160,4675.00,0.70,1370,2.525000,0.0928000,0.2990,
1760,WASP-100,b,2.84937500,6900.00,,2190,0.760000,0.1600000,0.6400,4.04
1761,WASP-101,b,3.58572200,6400.00,1.29,1560,1.260000,0.1130000,0.7360,4.34
1762,WASP-103,b,0.92554200,6110.00,1.44,2508,1.195000,0.1080000,0.1900,4.22
1763,WASP-104,b,1.75541370,5475.00,0.96,1516,1.474000,0.0734200,0.7240,4.50
1764,WASP-106,b,9.28971500,6055.00,1.39,1140,0.642000,0.2234600,0.1270,4.23
1765,WASP-11,b,3.72247470,4980.00,0.79,,1.729000,0.1090000,,
1766,WASP-117,b,10.02165000,6038.00,1.17,1001,0.803000,0.2475000,0.3200,4.28
1767,WASP-12,b,1.09142300,6300.00,1.57,,1.380000,0.1220000,,
1768,WASP-13,b,4.35301100,5826.00,1.56,,0.851000,0.1690000,,
1769,WASP-14,b,2.24375200,6475.00,1.31,,1.020000,0.1275000,,
1770,WASP-15,b,3.75206560,6300.00,1.48,,0.990000,0.1548000,,
1771,WASP-16,b,3.11860090,5700.00,0.95,,1.199000,0.0800000,,
1772,WASP-17,b,3.73544170,6550.00,1.38,,1.672000,0.1822000,,
1773,WASP-18,b,0.94145299,6400.00,1.23,,0.875000,0.0893200,,
1774,WASP-19,b,0.78884000,5460.00,1.02,2050,2.060000,0.0655000,0.6570,4.39
1775,WASP-2,b,2.15222600,5200.00,0.84,1304,1.617000,,0.7240,4.54
